network_packet_size,login_attempts,session_duration,ip_reputation_score,failed_logins,unusual_time_access,attack_detected,protocol_type_ICMP,protocol_type_TCP,protocol_type_UDP,encryption_used_AES,encryption_used_DES,encryption_used_None,browser_type_Chrome,browser_type_Edge,browser_type_Firefox,browser_type_Safari,browser_type_Unknown
575,4,1227.315441,0.174369601,2,0,0,0,1,0,0,1,0,0,0,1,0,0
746,9,1386.288252,0.366621707,2,0,1,0,0,1,0,1,0,1,0,0,0,0
380,4,1515.287779,0.320332459,1,0,0,0,0,1,0,1,0,1,0,0,0,0
64,3,413.9329116,0.545724298,1,0,0,0,1,0,0,0,1,0,0,1,0,0
417,1,420.5604944,0.314231922,3,1,1,0,1,0,1,0,0,1,0,0,0,0
682,3,134.883674,0.38879459,1,0,1,0,0,1,1,0,0,1,0,0,0,0
607,4,1185.141054,0.409360468,2,0,0,0,0,1,0,0,1,1,0,0,0,0
585,4,1069.169434,0.288806753,1,0,0,0,0,1,1,0,0,0,0,1,0,0
444,2,84.06596705,0.30219259,2,0,0,0,1,0,0,0,1,0,0,1,0,0
244,3,16.27174149,0.115996807,1,0,0,1,0,0,1,0,0,0,1,0,0,0
603,3,2424.589081,0.585732818,4,1,1,0,1,0,0,1,0,1,0,0,0,0
333,1,13.93539749,0.167560895,1,0,1,0,1,0,1,0,0,0,1,0,0,0
936,4,792.377616,0.581378248,1,1,1,0,1,0,0,0,1,0,0,1,0,0
614,1,483.5839505,0.411252619,0,0,1,0,1,0,0,1,0,0,0,1,0,0
383,8,1201.951546,0.396689037,3,0,1,0,1,0,1,0,0,1,0,0,0,0
377,2,73.45431724,0.198677659,2,0,0,0,1,0,0,1,0,1,0,0,0,0
481,5,917.5035314,0.087665452,1,1,1,0,1,0,1,0,0,0,0,0,0,1
452,1,763.4901908,0.683898163,1,0,1,0,1,0,1,0,0,0,1,0,0,0
723,4,1537.098316,0.086194859,1,0,0,0,1,0,1,0,0,0,1,0,0,0
537,4,584.754231,0.339982155,1,0,0,0,1,0,1,0,0,0,0,0,1,0
353,4,1042.422096,0.533580231,1,0,1,0,1,0,0,1,0,0,0,0,0,1
878,3,460.4094578,0.332384845,2,1,0,0,1,0,0,0,1,1,0,0,0,0
509,3,3307.060468,0.052744269,3,0,1,0,1,0,0,1,0,1,0,0,0,0
653,5,655.7143694,0.295755111,1,0,0,0,1,0,0,1,0,0,0,1,0,0
378,7,1120.441769,0.144351316,1,0,1,1,0,0,0,1,0,0,1,0,0,0
572,7,78.03306207,0.229509391,0,0,1,0,0,1,0,0,1,0,0,1,0,0
562,5,497.0422205,0.250183106,1,0,0,0,0,1,1,0,0,0,0,1,0,0
122,6,53.28601053,0.159629697,1,1,0,0,1,0,0,1,0,1,0,0,0,0
903,2,103.8236455,0.813390645,1,0,1,0,1,0,1,0,0,1,0,0,0,0
758,1,564.3950794,0.310337237,0,0,0,0,1,0,0,1,0,1,0,0,0,0
420,5,347.4680847,0.279423318,0,0,0,0,0,1,1,0,0,1,0,0,0,0
279,3,492.686757,0.280981367,1,1,0,0,1,0,1,0,0,1,0,0,0,0
569,6,548.3721108,0.118394091,2,0,0,0,1,0,1,0,0,1,0,0,0,0
517,1,139.2448437,0.508126612,1,0,0,0,1,0,0,0,1,1,0,0,0,0
571,5,364.3523656,0.164547607,2,0,0,0,1,0,1,0,0,1,0,0,0,0
538,3,1576.311982,0.300658541,2,0,0,1,0,0,0,1,0,1,0,0,0,0
601,4,1553.755132,0.416831483,2,0,0,0,0,1,0,0,1,0,0,1,0,0
789,5,539.6440509,0.533426784,0,1,0,0,0,1,1,0,0,1,0,0,0,0
613,3,1106.307558,0.5509416,2,0,0,0,1,0,0,1,0,1,0,0,0,0
290,3,1120.485729,0.317831171,1,0,0,0,0,1,1,0,0,0,0,1,0,0
772,3,36.087237,0.379793969,3,0,1,0,1,0,0,1,0,0,1,0,0,0
828,5,755.1170404,0.187420834,3,0,1,0,0,1,0,0,1,1,0,0,0,0
1130,5,1305.864637,0.08832166,1,0,0,0,1,0,1,0,0,1,0,0,0,0
275,2,721.0649528,0.2835275,2,0,0,0,1,0,1,0,0,1,0,0,0,0
548,4,623.9281144,0.643537948,1,1,1,0,1,0,1,0,0,0,0,1,0,0
83,5,606.0900449,0.476064757,1,0,0,0,1,0,1,0,0,0,1,0,0,0
610,11,567.3386256,0.193986085,4,0,1,0,0,1,0,1,0,1,0,0,0,0
390,4,1205.17364,0.170848438,1,0,0,1,0,0,0,0,1,0,0,0,1,0
884,1,822.7443918,0.264246252,2,0,0,0,1,0,1,0,0,1,0,0,0,0
345,5,194.1698847,0.381912358,2,1,0,0,1,0,1,0,0,1,0,0,0,0
162,4,454.4082697,0.325617785,3,0,1,0,1,0,1,0,0,0,0,0,0,1
405,1,601.6814837,0.397822873,0,0,0,0,0,1,0,0,1,0,1,0,0,0
104,9,434.3359542,0.152087863,3,0,1,0,1,0,1,0,0,1,0,0,0,0
650,1,217.007738,0.473549018,2,0,0,0,1,0,1,0,0,0,0,1,0,0
86,7,106.5880893,0.442360278,4,0,1,0,1,0,0,1,0,1,0,0,0,0
505,2,99.82708056,0.33292631,2,0,1,0,1,0,1,0,0,1,0,0,0,0
84,5,281.1087681,0.33430539,2,0,0,0,0,1,1,0,0,0,0,0,1,0
435,2,412.2085594,0.45678489,1,0,0,0,1,0,1,0,0,0,0,1,0,0
828,3,918.774079,0.338092826,1,0,0,0,1,0,0,0,1,0,0,1,0,0
572,4,3355.346907,0.401996722,2,0,0,0,0,1,1,0,0,0,1,0,0,0
327,3,1821.190375,0.841181321,1,0,1,0,1,0,1,0,0,0,0,1,0,0
493,4,1344.308075,0.251343255,3,0,1,0,1,0,0,1,0,1,0,0,0,0
503,5,1344.472507,0.221162754,2,0,0,0,1,0,1,0,0,1,0,0,0,0
594,2,725.2009788,0.382629444,1,1,0,0,1,0,0,1,0,0,0,0,0,1
226,5,233.0947442,0.555339812,3,1,1,0,1,0,1,0,0,0,1,0,0,0
618,8,510.8366095,0.457965967,1,1,1,1,0,0,1,0,0,0,0,0,0,1
64,4,123.0376726,0.435937118,2,0,0,0,0,1,1,0,0,1,0,0,0,0
374,5,668.5627259,0.430714513,2,0,0,0,0,1,0,0,1,1,0,0,0,0
402,4,18.61549239,0.078979701,1,0,0,0,0,1,0,0,1,0,0,1,0,0
626,3,168.0487251,0.066132479,1,0,0,0,1,0,0,0,1,0,0,1,0,0
504,5,996.6549328,0.344989336,0,0,0,0,1,0,0,0,1,1,0,0,0,0
218,5,259.3577438,0.16764484,3,0,1,0,1,0,0,0,1,1,0,0,0,0
303,3,435.7296628,0.326512597,0,0,1,0,0,1,1,0,0,1,0,0,0,0
539,3,1427.323412,0.063890049,1,0,0,0,1,0,0,1,0,1,0,0,0,0
484,7,36.46501851,0.518314047,2,0,1,0,1,0,1,0,0,0,0,0,1,0
384,3,18.39715426,0.351584635,1,0,0,0,1,0,1,0,0,1,0,0,0,0
403,6,208.0401905,0.358664957,2,0,1,0,1,0,0,0,1,1,0,0,0,0
639,2,922.7336965,0.34691389,2,0,0,0,1,0,1,0,0,1,0,0,0,0
396,4,215.476531,0.235521093,2,0,0,0,0,1,1,0,0,1,0,0,0,0
482,3,1594.308202,0.38427064,2,0,0,0,1,0,0,0,1,1,0,0,0,0
933,2,346.9042791,0.406904012,1,0,1,0,0,1,0,1,0,1,0,0,0,0
215,5,266.7141246,0.157812196,3,1,1,0,1,0,1,0,0,1,0,0,0,0
129,3,212.1241474,0.103371178,2,0,0,0,0,1,1,0,0,1,0,0,0,0
656,1,682.5970766,0.497169154,1,0,0,0,0,1,0,1,0,0,0,1,0,0
364,3,1552.084775,0.288333292,1,1,0,0,0,1,0,1,0,1,0,0,0,0
436,3,416.7846893,0.490468934,2,0,0,0,1,0,0,1,0,1,0,0,0,0
343,2,232.8349654,0.03567653,0,0,0,0,1,0,1,0,0,0,0,1,0,0
448,5,436.9774353,0.296051431,2,0,0,0,1,0,1,0,0,1,0,0,0,0
819,1,1881.334172,0.320456477,2,0,0,0,1,0,0,1,0,0,0,1,0,0
660,5,325.8184914,0.27836307,1,0,0,0,1,0,0,0,1,1,0,0,0,0
672,3,853.1048609,0.22939121,1,0,1,0,0,1,1,0,0,1,0,0,0,0
216,3,320.0711074,0.229451243,2,1,0,0,1,0,1,0,0,1,0,0,0,0
269,5,898.5481879,0.230615443,0,0,0,0,1,0,0,1,0,0,0,1,0,0
64,2,1702.977692,0.347036812,2,0,0,0,1,0,1,0,0,1,0,0,0,0
338,6,730.1553116,0.35898663,0,0,0,0,0,1,0,1,0,1,0,0,0,0
691,4,2356.670039,0.236591152,3,0,1,1,0,0,1,0,0,1,0,0,0,0
603,6,736.0727362,0.035427083,3,0,1,0,1,0,0,1,0,1,0,0,0,0
455,2,2947.141979,0.352712657,2,0,0,0,1,0,0,1,0,0,0,0,0,1
495,6,1029.102595,0.098044369,2,0,0,0,0,1,1,0,0,1,0,0,0,0
362,4,846.2565009,0.207887947,1,1,0,0,1,0,0,0,1,1,0,0,0,0
540,11,1416.781203,0.280336241,3,0,1,0,1,0,1,0,0,1,0,0,0,0
653,8,8.923808178,0.133769375,1,0,1,0,0,1,1,0,0,0,0,1,0,0
176,4,237.916034,0.091964085,2,0,0,1,0,0,1,0,0,0,1,0,0,0
559,3,194.7695001,0.283241553,2,0,0,0,1,0,0,0,1,1,0,0,0,0
686,3,94.03471274,0.110292688,2,0,0,0,1,0,0,0,1,1,0,0,0,0
416,4,2221.748386,0.241687615,1,0,0,0,1,0,1,0,0,1,0,0,0,0
640,2,112.3316852,0.628316782,1,0,1,0,1,0,1,0,0,1,0,0,0,0
1062,3,243.9566356,0.458543582,2,0,1,0,1,0,1,0,0,0,1,0,0,0
479,3,326.5718871,0.185339513,2,1,0,0,1,0,0,1,0,1,0,0,0,0
578,3,783.8701191,0.387048586,2,1,0,0,1,0,0,0,1,0,0,0,0,1
352,1,1166.969018,0.286969842,2,0,0,0,1,0,0,1,0,0,1,0,0,0
536,7,742.4396615,0.340264383,2,0,1,0,1,0,0,0,1,1,0,0,0,0
592,7,1105.69651,0.490675345,2,0,1,0,1,0,0,1,0,1,0,0,0,0
538,5,411.4977969,0.38282607,3,0,1,0,1,0,1,0,0,1,0,0,0,0
296,4,4374.001957,0.270226518,1,1,1,0,1,0,0,0,1,1,0,0,0,0
541,1,149.1526549,0.371360541,1,0,0,0,1,0,1,0,0,0,0,0,0,1
792,3,408.3408413,0.136356055,3,0,1,0,1,0,1,0,0,1,0,0,0,0
589,3,1427.905011,0.378896666,1,0,1,0,0,1,0,0,1,0,0,0,1,0
692,4,226.6973115,0.244183736,0,0,0,0,1,0,0,0,1,0,0,1,0,0
452,3,1111.737697,0.089147615,0,0,0,1,0,0,1,0,0,1,0,0,0,0
649,3,362.3981467,0.48254328,0,1,0,0,1,0,1,0,0,0,0,1,0,0
555,3,156.4190843,0.261362145,1,1,0,0,1,0,1,0,0,1,0,0,0,0
309,1,413.1268966,0.025408849,1,0,0,0,1,0,1,0,0,0,0,1,0,0
563,8,1228.907235,0.172277478,2,1,1,0,1,0,0,1,0,1,0,0,0,0
301,5,94.98642213,0.405762981,1,1,0,0,0,1,0,0,1,0,1,0,0,0
373,6,580.7041712,0.138230505,1,0,0,0,0,1,0,0,1,0,1,0,0,0
537,8,1081.843437,0.611764035,2,0,1,1,0,0,0,0,1,1,0,0,0,0
559,2,1114.081915,0.452271562,4,0,1,0,1,0,1,0,0,1,0,0,0,0
262,5,394.8952267,0.214137313,1,1,0,0,1,0,1,0,0,1,0,0,0,0
710,5,502.5445696,0.400108255,0,0,0,0,1,0,0,1,0,0,0,1,0,0
614,1,1554.620199,0.5111596,2,0,0,0,1,0,0,1,0,1,0,0,0,0
359,4,186.9368568,0.576277206,1,0,0,0,1,0,1,0,0,1,0,0,0,0
192,7,3924.206337,0.467585555,1,0,1,0,0,1,1,0,0,1,0,0,0,0
471,5,434.7302541,0.291660264,1,0,0,0,0,1,1,0,0,0,1,0,0,0
410,3,257.7650615,0.225849126,2,0,0,0,1,0,0,1,0,0,0,1,0,0
522,5,2.082188567,0.165763866,1,1,0,0,1,0,1,0,0,0,1,0,0,0
427,2,106.8462381,0.299218866,4,0,1,0,1,0,0,1,0,0,1,0,0,0
98,2,1130.140318,0.239277929,0,0,0,0,1,0,1,0,0,1,0,0,0,0
422,5,838.1015481,0.363369658,0,0,0,0,1,0,1,0,0,0,1,0,0,0
438,4,226.4278056,0.372867964,3,0,1,0,0,1,0,1,0,0,0,1,0,0
626,4,2093.870832,0.283478897,1,1,0,0,1,0,1,0,0,1,0,0,0,0
360,4,1444.790605,0.327223401,1,0,0,0,1,0,1,0,0,0,0,0,1,0
835,1,250.9731902,0.675317831,0,0,1,0,1,0,0,1,0,1,0,0,0,0
117,9,320.4869818,0.303941594,1,0,1,0,1,0,1,0,0,1,0,0,0,0
762,2,163.4119402,0.585957454,2,0,0,0,0,1,1,0,0,1,0,0,0,0
455,5,823.027634,0.633123582,0,0,1,0,1,0,1,0,0,0,0,1,0,0
671,5,966.2171306,0.184593935,2,0,1,1,0,0,1,0,0,1,0,0,0,0
515,2,403.187409,0.06828294,2,0,0,0,1,0,1,0,0,1,0,0,0,0
727,2,1068.963889,0.469472052,2,0,1,0,0,1,1,0,0,0,1,0,0,0
422,3,3820.449101,0.540291109,1,1,1,0,1,0,1,0,0,1,0,0,0,0
280,5,757.2931696,0.642950418,1,0,1,0,1,0,0,1,0,1,0,0,0,0
784,11,838.2224709,0.245262518,3,0,1,0,0,1,0,1,0,0,0,1,0,0
477,6,374.5225275,0.668685638,0,0,1,0,0,1,0,1,0,1,0,0,0,0
544,3,8.514231434,0.380288337,2,0,1,0,0,1,0,1,0,0,0,1,0,0
746,4,2461.924781,0.530645397,1,0,0,0,1,0,1,0,0,1,0,0,0,0
293,3,1183.938128,0.513337307,2,0,0,1,0,0,1,0,0,1,0,0,0,0
619,4,951.4463588,0.234558664,1,0,0,1,0,0,0,1,0,1,0,0,0,0
382,1,24.21113941,0.481364287,1,0,1,0,1,0,1,0,0,1,0,0,0,0
473,3,1138.406993,0.24736057,1,0,0,0,0,1,0,1,0,1,0,0,0,0
514,3,887.1343512,0.275540282,1,0,0,0,1,0,0,1,0,1,0,0,0,0
199,2,673.143515,0.379409035,2,0,0,0,1,0,1,0,0,1,0,0,0,0
344,3,781.6838053,0.150911033,2,0,1,0,1,0,0,1,0,0,0,1,0,0
770,5,2004.409025,0.677689492,2,1,1,1,0,0,1,0,0,0,0,1,0,0
677,2,5.370300534,0.287683042,3,0,1,0,1,0,0,1,0,1,0,0,0,0
487,3,136.6042394,0.227584094,2,0,1,0,1,0,1,0,0,1,0,0,0,0
548,7,1801.18815,0.495893313,2,1,1,0,1,0,1,0,0,1,0,0,0,0
441,3,6.595647742,0.251911832,1,0,0,0,1,0,0,0,1,1,0,0,0,0
771,5,1871.699259,0.109473666,1,0,0,0,1,0,0,1,0,0,0,1,0,0
459,2,24.06379625,0.087029311,2,0,0,0,1,0,1,0,0,0,0,1,0,0
546,2,1208.897753,0.520136466,0,0,0,0,0,1,0,1,0,1,0,0,0,0
729,6,1772.562528,0.203974778,2,0,1,1,0,0,1,0,0,0,0,0,0,1
344,3,758.4878219,0.723510717,1,0,1,0,0,1,1,0,0,0,0,0,0,1
811,7,820.529764,0.404222914,2,0,1,0,0,1,0,0,1,0,1,0,0,0
193,2,41.50949804,0.514187776,0,0,0,0,1,0,1,0,0,0,0,1,0,0
825,5,189.4808762,0.258127427,2,1,0,0,1,0,1,0,0,1,0,0,0,0
425,2,1837.853421,0.420147744,1,0,0,0,1,0,0,0,1,1,0,0,0,0
451,7,1388.527261,0.217814368,1,0,1,0,1,0,1,0,0,0,0,0,1,0
121,4,49.11545816,0.60753108,0,0,1,0,0,1,1,0,0,1,0,0,0,0
409,4,1341.253636,0.57820935,1,0,1,0,1,0,1,0,0,0,1,0,0,0
292,4,440.6024528,0.105300656,3,0,1,0,0,1,1,0,0,1,0,0,0,0
378,6,658.099463,0.416710362,0,0,0,0,1,0,1,0,0,1,0,0,0,0
472,6,91.79503923,0.589503045,0,0,0,0,0,1,0,1,0,1,0,0,0,0
691,6,406.854591,0.299168598,2,0,0,0,1,0,0,1,0,0,0,1,0,0
541,8,456.6169424,0.519701541,1,0,1,0,1,0,0,1,0,0,0,1,0,0
561,5,885.6906851,0.019286475,0,0,0,0,0,1,0,1,0,1,0,0,0,0
280,5,857.2693616,0.410414479,1,0,0,0,1,0,1,0,0,1,0,0,0,0
323,6,636.8077313,0.159321083,0,1,0,0,0,1,1,0,0,1,0,0,0,0
859,3,25.56082214,0.093012502,0,0,0,0,1,0,0,0,1,1,0,0,0,0
352,6,140.9135741,0.41729765,4,0,1,0,1,0,1,0,0,1,0,0,0,0
831,4,139.7391057,0.514996069,1,1,1,0,0,1,0,0,1,0,0,1,0,0
451,4,1749.496209,0.70820591,1,0,1,0,1,0,1,0,0,0,0,1,0,0
500,5,1855.863745,0.424631197,1,0,0,0,0,1,1,0,0,1,0,0,0,0
714,4,1313.974998,0.567561709,1,0,0,0,1,0,1,0,0,1,0,0,0,0
754,5,153.7805488,0.250757852,2,0,0,0,1,0,1,0,0,0,0,1,0,0
477,3,1466.82365,0.67654369,2,0,1,0,1,0,0,0,1,0,0,1,0,0
422,3,166.2044386,0.078901343,2,0,0,0,1,0,1,0,0,0,0,1,0,0
488,5,647.081157,0.441560123,1,0,0,0,1,0,0,1,0,1,0,0,0,0
567,3,1059.035398,0.287712763,2,0,0,0,1,0,1,0,0,0,0,1,0,0
678,4,42.3502476,0.626178645,1,0,1,0,1,0,0,1,0,0,1,0,0,0
500,5,728.9018981,0.533164488,1,0,1,0,1,0,1,0,0,1,0,0,0,0
623,3,231.3556612,0.18762365,1,0,1,0,1,0,0,1,0,0,1,0,0,0
827,3,551.0954339,0.140380497,1,0,0,0,1,0,0,0,1,0,1,0,0,0
576,3,387.4797243,0.5909565,2,0,0,0,1,0,1,0,0,0,0,1,0,0
562,5,928.1650581,0.403631454,1,0,0,0,1,0,0,0,1,1,0,0,0,0
196,2,537.4065818,0.082760113,4,0,1,0,1,0,1,0,0,1,0,0,0,0
64,5,287.2052472,0.195119718,1,1,0,0,1,0,0,0,1,0,0,0,1,0
577,1,1929.551698,0.423510133,2,0,0,0,1,0,1,0,0,1,0,0,0,0
481,3,2556.39355,0.27961165,1,0,0,1,0,0,0,0,1,1,0,0,0,0
397,3,1295.217549,0.160161848,1,0,0,0,0,1,1,0,0,0,0,1,0,0
548,4,695.4131216,0.090687294,1,0,0,0,1,0,0,1,0,0,1,0,0,0
487,4,1726.098821,0.191352093,1,0,1,0,1,0,0,0,1,0,0,0,0,1
725,4,736.3861845,0.571692002,3,1,1,0,0,1,0,0,1,1,0,0,0,0
517,4,128.9148138,0.469378884,1,0,1,0,1,0,1,0,0,0,1,0,0,0
350,5,14.06481688,0.539886321,1,0,0,0,0,1,1,0,0,1,0,0,0,0
698,6,1035.452338,0.278592506,2,0,0,0,0,1,0,1,0,1,0,0,0,0
456,5,1117.028661,0.535661361,0,0,0,0,1,0,0,1,0,0,0,1,0,0
605,8,2081.073136,0.14968232,2,0,1,0,1,0,0,1,0,0,1,0,0,0
404,2,1390.897376,0.275333186,1,0,0,0,0,1,0,0,1,1,0,0,0,0
370,2,816.3934684,0.529943855,1,0,0,1,0,0,1,0,0,0,0,1,0,0
516,1,168.8765706,0.229915766,2,0,0,0,1,0,0,1,0,1,0,0,0,0
502,2,721.2211748,0.45908389,0,0,0,0,1,0,0,1,0,1,0,0,0,0
595,3,456.2979683,0.332449902,2,0,0,0,1,0,1,0,0,0,0,0,0,1
446,3,211.2854335,0.074150045,0,1,0,0,1,0,1,0,0,0,0,0,1,0
132,2,1284.074323,0.280898276,1,1,1,0,0,1,0,1,0,1,0,0,0,0
413,8,129.5972631,0.179165854,3,0,1,0,0,1,1,0,0,1,0,0,0,0
658,6,796.1355035,0.205417452,2,0,0,0,1,0,0,1,0,0,1,0,0,0
440,1,754.834826,0.550417044,2,0,0,0,0,1,0,0,1,1,0,0,0,0
450,4,289.4808186,0.244963685,1,0,0,0,1,0,1,0,0,1,0,0,0,0
697,2,448.6279744,0.100844038,1,0,0,0,1,0,0,1,0,0,0,0,0,1
357,7,99.15614595,0.384950104,3,0,1,0,1,0,0,1,0,1,0,0,0,0
191,5,20.69163174,0.030291982,1,1,0,0,1,0,1,0,0,1,0,0,0,0
467,3,10.483424,0.35435498,2,0,0,0,1,0,0,1,0,0,0,1,0,0
403,2,153.2408974,0.590656021,3,0,1,0,1,0,0,0,1,0,0,1,0,0
306,3,1613.76294,0.533545074,2,0,0,0,0,1,0,0,1,1,0,0,0,0
464,4,591.5350958,0.368560044,1,0,0,0,0,1,0,1,0,1,0,0,0,0
598,3,99.64912304,0.325888592,2,0,1,0,1,0,0,1,0,0,0,0,1,0
498,3,1887.282746,0.224606717,1,0,1,0,1,0,0,1,0,1,0,0,0,0
561,6,673.1113135,0.347196848,0,0,0,0,1,0,0,1,0,0,0,1,0,0
862,4,22.62537002,0.160769475,0,0,0,1,0,0,1,0,0,0,1,0,0,0
431,6,1150.841578,0.026371617,1,0,0,0,1,0,1,0,0,1,0,0,0,0
555,3,513.1046313,0.225509706,3,0,1,0,1,0,1,0,0,1,0,0,0,0
398,7,608.9064477,0.228921328,1,0,1,0,1,0,0,1,0,0,0,0,1,0
330,4,759.9335584,0.183690515,0,0,0,0,1,0,1,0,0,1,0,0,0,0
383,6,79.37057646,0.020421016,0,0,0,0,1,0,0,1,0,1,0,0,0,0
404,1,2361.222065,0.395506692,2,0,0,0,0,1,1,0,0,1,0,0,0,0
571,5,235.9183943,0.272359902,3,0,1,0,0,1,0,1,0,0,1,0,0,0
969,6,777.9338609,0.623163952,1,0,1,0,1,0,0,1,0,1,0,0,0,0
356,10,1547.929296,0.672315123,2,0,1,0,1,0,0,1,0,1,0,0,0,0
416,4,322.67493,0.39200613,3,0,1,0,1,0,0,1,0,0,1,0,0,0
487,9,790.1283402,0.301280119,0,0,1,0,0,1,0,0,1,1,0,0,0,0
579,3,3599.00275,0.308470288,0,1,1,0,1,0,0,0,1,1,0,0,0,0
552,7,1527.349823,0.25105393,1,0,1,0,1,0,0,1,0,1,0,0,0,0
756,2,1208.705255,0.330698791,1,0,1,0,1,0,1,0,0,0,1,0,0,0
64,5,462.8557077,0.331967506,1,0,0,0,1,0,1,0,0,1,0,0,0,0
64,3,480.118338,0.351881791,2,0,0,0,1,0,1,0,0,1,0,0,0,0
400,4,531.7098121,0.208130118,3,0,1,0,1,0,0,1,0,0,1,0,0,0
719,7,938.0610165,0.143602767,3,0,1,0,1,0,0,1,0,0,1,0,0,0
186,3,124.7031496,0.177276283,0,1,0,0,1,0,0,1,0,0,1,0,0,0
64,8,1578.786388,0.39786412,2,0,1,0,1,0,1,0,0,0,1,0,0,0
614,3,14.59557354,0.168494537,1,0,0,0,1,0,1,0,0,1,0,0,0,0
548,1,149.0570502,0.088428693,2,0,0,0,1,0,0,1,0,1,0,0,0,0
281,4,525.9373663,0.347412164,2,0,1,0,1,0,1,0,0,0,0,0,0,1
302,4,232.4069196,0.258127403,1,0,0,0,1,0,1,0,0,0,1,0,0,0
306,3,364.0374084,0.524251921,3,0,1,0,0,1,1,0,0,1,0,0,0,0
522,4,323.472303,0.165694972,1,1,0,0,1,0,0,1,0,1,0,0,0,0
374,4,250.6348601,0.549463163,1,0,0,0,1,0,0,1,0,1,0,0,0,0
598,4,382.7853087,0.117734601,2,0,0,0,1,0,1,0,0,0,1,0,0,0
64,2,563.0242005,0.109631111,1,0,0,0,1,0,1,0,0,1,0,0,0,0
328,2,517.5588516,0.339615704,2,0,0,0,1,0,0,1,0,0,0,1,0,0
274,3,1336.720479,0.54331224,1,0,0,0,0,1,0,0,1,1,0,0,0,0
448,1,294.7031758,0.367113448,0,0,0,0,1,0,0,0,1,0,0,1,0,0
392,3,264.928825,0.331186421,1,0,0,0,1,0,1,0,0,1,0,0,0,0
659,4,561.6676647,0.347047417,0,0,0,0,0,1,1,0,0,1,0,0,0,0
128,5,39.29702604,0.564841652,1,0,0,0,0,1,0,1,0,0,0,1,0,0
509,4,94.85594026,0.289631926,1,0,0,1,0,0,1,0,0,1,0,0,0,0
611,6,1299.998631,0.357696105,0,0,0,0,0,1,1,0,0,0,0,1,0,0
871,2,544.5156708,0.671537072,1,0,1,0,0,1,0,1,0,0,0,0,0,1
403,2,55.08177539,0.290921616,1,0,1,0,1,0,1,0,0,0,0,0,1,0
564,3,464.4020176,0.250104325,2,1,0,0,1,0,1,0,0,0,1,0,0,0
139,5,406.349665,0.559274208,3,0,1,0,1,0,0,1,0,1,0,0,0,0
64,3,226.0330278,0.516157624,1,0,0,0,0,1,0,1,0,1,0,0,0,0
668,7,372.3036236,0.34752482,3,0,1,0,0,1,0,1,0,0,0,0,0,1
498,5,166.9541785,0.341790188,1,0,0,0,1,0,0,0,1,1,0,0,0,0
735,3,476.9028637,0.317601789,2,0,0,0,1,0,1,0,0,1,0,0,0,0
225,7,420.112898,0.457627858,0,0,1,0,0,1,0,1,0,0,1,0,0,0
603,5,748.1757074,0.713060222,1,0,1,0,0,1,1,0,0,1,0,0,0,0
873,2,2279.288593,0.101417158,2,0,0,0,1,0,1,0,0,0,0,0,1,0
583,6,164.1078587,0.418682511,1,0,0,1,0,0,0,1,0,1,0,0,0,0
555,4,432.2597552,0.014739604,0,1,0,0,1,0,1,0,0,1,0,0,0,0
501,6,660.831994,0.453262805,3,1,1,0,1,0,0,1,0,0,0,1,0,0
185,2,633.4750596,0.258882309,0,0,1,0,1,0,1,0,0,0,0,1,0,0
771,6,866.2083891,0.787760697,1,0,1,0,1,0,0,1,0,0,0,1,0,0
377,4,249.5037273,0.143496253,3,0,1,0,1,0,1,0,0,1,0,0,0,0
600,6,805.3023821,0.484352841,0,0,0,0,0,1,1,0,0,0,1,0,0,0
187,2,179.6858409,0.4742428,3,0,1,0,0,1,0,1,0,1,0,0,0,0
264,5,107.2417216,0.47905301,3,0,1,0,0,1,1,0,0,1,0,0,0,0
787,5,1425.344348,0.534128775,2,0,0,0,1,0,1,0,0,0,0,1,0,0
430,4,513.5677729,0.246093276,1,0,0,0,1,0,1,0,0,1,0,0,0,0
790,7,405.0384789,0.427226039,1,0,1,0,1,0,1,0,0,0,0,1,0,0
484,3,2110.610083,0.252740483,0,1,0,0,1,0,1,0,0,1,0,0,0,0
131,5,989.6304915,0.650863115,3,0,1,0,1,0,0,1,0,0,1,0,0,0
678,6,904.4013692,0.129815125,2,0,0,0,1,0,0,0,1,1,0,0,0,0
382,7,172.7950644,0.524342385,1,0,1,0,1,0,0,1,0,1,0,0,0,0
639,2,187.8270383,0.681583061,2,0,1,0,0,1,1,0,0,1,0,0,0,0
505,1,527.9267759,0.367037799,2,0,0,0,1,0,1,0,0,0,0,1,0,0
191,4,845.1408631,0.163728496,0,1,0,1,0,0,1,0,0,1,0,0,0,0
532,3,402.3818961,0.404158901,1,0,1,0,1,0,1,0,0,0,0,1,0,0
939,4,53.07020622,0.533248288,0,0,1,1,0,0,1,0,0,0,0,1,0,0
598,4,919.1558211,0.140172885,2,0,0,0,1,0,1,0,0,1,0,0,0,0
488,5,1188.896204,0.128095627,1,0,0,0,1,0,0,1,0,1,0,0,0,0
715,1,2310.255677,0.507344873,4,0,1,0,1,0,1,0,0,0,1,0,0,0
542,6,420.4370543,0.118705338,1,0,0,0,0,1,0,0,1,1,0,0,0,0
541,3,238.7766421,0.059525543,2,0,0,0,1,0,0,1,0,0,0,1,0,0
281,1,2080.87922,0.114568087,1,0,0,0,1,0,0,0,1,0,0,1,0,0
546,3,1004.602705,0.286174061,1,0,0,0,0,1,0,0,1,0,0,1,0,0
